FECHA_CORTE,UBIGEO, CUNAMAS - Cuidado Diurno , CUNAMAS - Acompa?miento de Familias , JUNTOS - Hogares afiliados , JUNTOS - Hogares abonados ,FONCODES - N? usuarios estimados,FONCODES - N? proy. Culminados,FONCODES - N? proy. en ejecucion ,FONCODES - N? Hog. Haku Winay -proyectos en ejecucion,FONCODES - N? Hog. Haku Winay -proyectos culminados, PENSION 65 - Usuarios , QALI WARMA - N? de Ni?s y ni?s atendidos , QALI WARMA - N? de IIEE  , CONTIGO - Usuarios , PAIS - N? de Tambos prestando servicios  , PAIS - N? de Atenciones realizadas a trav? de los Tambos  , PAIS - N? de Beneficiarios atendidos a traves de los Tambos  
20240831,80918,0,90,167,150,,,,,,104,"1,597",31,12,,,
20240831,81001,0,116,178,176,,,,,,219,583,19,19,,,
20240831,81002,0,61,274,273,,,,,,390,735,19,39,1,992,490
20240831,81003,0,90,289,289,,,,,,412,588,24,40,1,526,403
20240831,81004,,,53,51,,,,,,176,262,12,16,,,
20240831,81005,0,140,472,471,,,,,,459,"1,045",39,102,1,858,308
20240831,81006,0,198,661,652,"2,050",,2,500,400,523,"1,388",44,75,2,"1,096",698
20240831,81007,0,62,135,132,136,1,,0,380,333,336,18,69,1,169,128
20240831,81008,,,27,27,,,,,,283,62,6,21,,,
20240831,81009,0,98,230,226,,,,,,260,489,16,31,,,
20240831,81101,100,421,"1,077","1,051",0,2,,0,747,736,"3,063",80,89,1,627,368
20240831,81102,0,108,286,283,,,,,,233,566,18,28,,,
20240831,81103,64,230,867,838,,,,0,810,722,"1,965",69,106,,,
20240831,81104,26,325,746,736,,,,0,"1,300",546,"1,672",57,91,2,"1,943","1,361"
20240831,81105,68,87,541,534,,,,0,779,369,"1,850",42,27,2,914,651
20240831,81106,0,281,214,204,,,,,,289,"1,579",23,41,,,
20240831,81201,36,178,492,489,,,,,,500,"3,489",47,86,,,
20240831,81202,60,184,316,307,120,1,,,,238,"1,780",18,25,,,
20240831,81203,0,139,27,29,,,,,,68,479,9,14,,,
20240831,81204,0,189,278,273,0,2,,0,500,180,712,24,11,1,652,348
20240831,81205,36,574,"1,431","1,400","1,640",,2,400,815,937,"2,917",59,64,2,711,291
20240831,81206,0,230,362,356,,,,0,420,365,976,21,46,,,
20240831,81207,0,103,228,224,,,,,,247,711,19,50,,,
20240831,81208,28,90,157,153,,,,,,203,987,13,39,,,
20240831,81209,0,160,399,384,0,2,,0,500,465,"1,322",34,53,,,
20240831,81210,92,713,"1,594","1,572",,,,0,"1,159","1,000","5,159",82,65,2,"2,337","1,716"
20240831,81211,0,200,106,98,,,,,,202,"1,470",12,40,,,
20240831,81212,100,392,944,920,,,,0,900,735,"3,152",58,99,3,"1,700",940
20240831,81301,88,135,184,181,,,,,,599,"3,535",40,142,,,
20240831,81302,48,205,269,256,,,,,,509,"1,542",47,96,,,
20240831,81303,28,149,61,61,,,,,,398,480,13,47,,,
20240831,81304,,,31,30,,,,,,112,701,12,12,,,
20240831,81305,16,175,125,114,,,,,,746,860,28,109,,,
20240831,81306,0,211,422,400,,,,,,477,"1,727",52,46,1,449,371
20240831,81307,16,0,40,39,,,,,,135,701,6,23,,,
20240831,90101,346,392,732,707,,,,,,748,"6,682",56,124,1,"1,160",502
20240831,90102,0,41,143,138,,,,0,400,276,265,26,23,,,
20240831,90103,84,612,"1,690","1,651","1,886",2,2,460,"1,615","1,833","3,119",160,176,1,196,151
20240831,90104,,,35,34,,,,,,92,94,8,7,,,
20240831,90105,,,125,119,,,,0,380,200,232,20,12,1,569,274
20240831,90106,0,80,90,88,"1,640",,2,400,0,97,498,16,11,1,783,577
20240831,90107,0,10,38,38,,,,,,108,35,6,9,,,
20240831,90108,0,50,18,18,,,,,,48,157,5,3,,,
20240831,90109,0,17,56,55,,,,,,124,150,9,6,1,461,195
20240831,90110,0,20,88,88,0,2,,0,400,87,146,15,8,1,405,233
20240831,90111,,,37,37,,,,,,34,174,2,1,,,
20240831,90112,,,83,77,,,,0,200,116,175,19,21,,,
20240831,90113,0,34,153,149,"1,640",,2,400,0,172,352,15,14,1,481,228
20240831,90114,0,36,135,133,,,,0,605,427,357,23,29,,,
20240831,90115,0,28,45,46,,,,0,200,80,58,7,9,,,
20240831,90116,0,40,194,191,"1,640",,2,400,0,256,285,28,14,1,397,273
20240831,90117,148,834,"2,494","2,413",0,2,,0,"2,872","1,193","5,216",117,436,3,"2,581","1,812"
20240831,90118,95,43,463,437,,,,,,400,"1,183",12,65,,,
20240831,90119,52,139,623,608,0,2,,0,1048,585,"1,257",54,75,1,"1,456",746
20240831,90201,112,91,725,707,,,,,,722,"2,549",43,108,,,
20240831,90202,0,86,356,351,0,2,,0,849,277,765,22,49,1,"1,406",465
20240831,90203,0,186,524,514,,,,0,979,509,"1,010",36,51,,,
20240831,90204,24,0,156,154,,,,,,325,359,16,35,,,
20240831,90205,,,149,147,,,,,,258,191,16,16,,,
20240831,90206,145,278,"1,112","1,088","1,640",2,2,400,890,666,"3,067",54,75,1,"1,902",969
20240831,90207,44,0,221,219,,,,0,400,403,518,21,58,1,564,343
20240831,90208,16,130,525,520,,,,0,432,520,846,28,68,,,
20240831,90301,248,740,"1,902","1,848",,,,0,"1,669","1,294","6,613",122,309,2,"5,882",2750
20240831,90302,99,220,810,795,0,2,,0,1098,477,"2,004",46,101,,,
20240831,90303,16,0,53,53,,,,,,89,106,4,3,,,
20240831,90304,0,113,79,76,,,,,,105,657,19,28,1,1104,842
20240831,90305,0,38,114,114,,,,,,127,149,14,5,,,
20240831,90306,0,120,336,327,,,,0,400,429,750,40,63,1,"1,192",334
20240831,90307,24,0,138,131,697,,2,340,0,129,378,13,29,,,
20240831,90308,20,40,102,102,,,,,,150,202,5,15,,,
20240831,90309,0,52,77,74,,,,,,121,265,15,17,,,
20240831,90310,0,23,67,67,,,,,,93,141,11,12,,,
20240831,90311,0,37,152,150,,,,0,361,139,197,15,21,1,387,196
20240831,90312,0,101,287,283,,,,,,308,616,29,35,1,"1,340",760
20240831,90401,56,33,207,200,,,,,,148,543,29,11,1,1049,393
20240831,90402,,,72,72,,,,,,162,112,17,6,,,
20240831,90403,0,67,137,134,,,,,,134,366,28,14,2,"1,465",504
20240831,90404,,,105,103,,,,,,137,182,20,12,1,396,330
20240831,90405,0,23,78,74,820,,2,400,0,77,144,15,12,2,"1,137",194
20240831,90406,0,20,65,63,,,,,,105,100,13,9,,,
20240831,90407,0,25,109,109,,,,,,206,211,18,6,1,834,282
20240831,90408,,,39,39,820,,2,400,0,53,53,7,13,1,621,276
20240831,90409,0,15,101,100,820,,2,400,0,149,156,18,14,,,
20240831,90410,,,57,56,,,,,,91,98,13,16,,,
20240831,90411,,,39,40,,,,,,83,105,11,6,2,787,302
20240831,90412,0,10,57,57,,,,,,67,109,6,5,2,995,337
20240831,90413,0,40,73,70,,,,,,182,343,17,18,,,
20240831,90501,88,114,452,440,"1,640",,2,400,0,544,"1,403",33,105,,,
20240831,90502,64,257,631,598,,,,0,440,476,"1,362",46,66,1,493,336
20240831,90503,0,116,243,239,,,,0,460,262,523,23,89,,,
20240831,90504,0,110,277,272,,,,0,410,277,727,31,35,1,1165,375
20240831,90505,0,8,43,41,,,,,,105,64,2,7,,,
20240831,90506,24,57,372,358,"1,640",,2,400,400,384,644,24,37,,,
20240831,90507,46,168,493,478,,,,0,814,448,"1,349",46,148,1,785,593
20240831,90508,0,38,47,46,,,,,,78,102,4,13,,,
20240831,90509,0,109,209,204,,,,,,311,729,25,28,1,742,300
20240831,90510,0,82,234,228,,,,0,400,180,474,30,67,,,
20240831,90511,0,89,326,315,,,,0,400,229,894,20,68,,,
20240831,90601,0,27,78,75,,,,,,207,363,12,8,,,
20240831,90602,,,54,52,,,,,,103,68,7,7,,,
20240831,90603,,,54,49,,,,,,173,90,13,11,1,597,189
20240831,90604,0,6,12,12,,,,,,43,31,5,3,,,
20240831,90605,,,43,39,,,,0,100,52,76,4,4,,,
20240831,90606,,,75,70,,,,,,100,124,11,10,,,
20240831,90607,0,119,364,352,"1,640",,2,400,0,309,"1,181",59,34,2,978,701
20240831,90608,,,64,61,,,,0,130,106,85,7,9,,,
20240831,90609,0,27,62,60,,,,,,109,116,15,9,,,
20240831,90610,0,31,137,134,,,,0,428,139,363,22,11,1,497,254
20240831,90611,,,75,72,,,,,,123,167,13,3,,,
20240831,90612,,,38,38,,,,,,80,58,7,2,,,
20240831,90613,,,145,139,"1,640",,2,400,0,369,278,40,12,1,630,367
20240831,90614,,,36,34,,,,0,115,105,54,9,5,1,517,211
20240831,90615,,,52,48,,,,,,101,87,8,11,,,
20240831,90616,,,41,40,,,,,,108,64,11,7,1,,
20240831,90701,112,106,610,602,,,,0,800,502,"3,810",36,89,,,
20240831,90702,0,79,308,299,"1,640",,2,400,0,420,620,41,22,,,
20240831,90703,68,0,376,376,0,2,,0,400,319,649,32,62,,,
20240831,90704,44,91,383,379,,,,0,420,321,550,32,22,,,
20240831,90705,60,493,"1,180","1,158","1,640",,2,400,0,"1,208","2,500",78,145,1,820,429
20240831,90706,92,165,737,720,,,,,,717,"1,546",35,118,,,
20240831,90707,0,96,260,253,,,,0,650,210,607,20,34,,,
20240831,90709,52,81,265,257,,,,0,400,462,553,26,30,,,
20240831,90710,0,41,129,127,,,,,,207,295,13,15,,,
20240831,90711,40,101,417,410,,,,,,575,932,37,33,,,
20240831,90713,0,10,98,96,,,,,,99,215,3,9,,,
20240831,90714,0,95,395,390,,,,0,400,536,840,41,58,1,551,406
20240831,90715,0,98,272,270,,,,0,400,430,653,38,58,,,
20240831,90716,0,75,136,132,,,,0,400,294,408,29,6,,,
20240831,90717,0,147,482,470,,,,0,960,438,"1,068",42,109,1,"1,050",398
20240831,90718,0,123,201,200,,,,0,400,152,476,16,16,1,406,188
20240831,90719,0,133,367,362,,,,0,400,304,"1,239",34,40,2,"1,485",664
20240831,90720,0,46,216,216,,,,0,400,229,455,17,31,,,
20240831,90721,0,69,156,152,0,2,,0,400,65,306,11,42,,,
20240831,90722,,,138,121,820,,2,400,0,198,688,20,12,1,739,453
20240831,90723,0,30,144,143,"1,640",,2,400,0,118,305,17,13,,,
20240831,90724,0,13,167,161,,,,,,227,277,23,27,,,
20240831,90725,0,18,95,94,,,,,,55,236,4,8,,,
20240831,100101,385,378,502,434,,,,,,774,"13,539",63,189,,,
20240831,100102,159,358,770,692,,,,,,"1,467","11,228",101,414,1,427,332
20240831,100103,60,649,"1,339","1,297",,,,0,"1,778","1,107","3,163",81,209,,,
20240831,100104,56,856,"1,826","1,775",,,,0,"1,290","1,443","3,918",103,269,1,642,570
20240831,100105,0,185,513,480,,,,,,552,755,37,53,,,
20240831,100106,0,120,410,402,,,,0,800,369,809,35,100,1,"1,039",628
20240831,100107,0,194,305,286,,,,,,463,"1,000",28,119,,,
20240831,100108,0,123,359,343,,,,0,390,305,703,33,123,,,
20240831,100109,0,660,"1,818","1,746",,,,0,"1,450","1,556","3,874",106,182,1,1214,865
20240831,100110,0,72,230,227,,,,,,191,335,18,54,1,,
20240831,100111,100,396,374,309,,,,,,798,"3,046",30,244,,,
20240831,100112,0,98,236,230,,,,0,390,211,536,20,64,,,
20240831,100113,0,484,943,904,,,,0,400,418,"2,207",54,148,1,437,370
20240831,100201,64,279,"1,281","1,252",,,,,,1074,"4,556",73,192,,,
20240831,100202,0,116,289,287,,,,,,267,481,21,41,1,,
20240831,100203,0,58,170,169,,,,0,400,207,309,20,23,1,767,471
20240831,100204,0,172,476,465,,,,,,303,843,20,68,,,
20240831,100205,0,271,703,684,,,,0,870,585,"1,141",50,112,,,
20240831,100206,0,77,179,180,,,,0,400,156,262,13,23,,,
20240831,100207,0,431,923,880,,,,0,930,891,"2,305",73,93,1,415,167
20240831,100208,0,125,157,152,,,,,,190,"1,169",16,60,,,
20240831,100301,0,205,318,303,,,,,,322,"2,093",25,60,1,,
20240831,100307,0,123,414,407,,,,0,389,345,752,24,47,1,397,282
20240831,100311,0,432,693,657,,,,0,811,380,"1,581",52,170,1,1013,700
20240831,100313,42,181,521,505,,,,,,584,"1,396",55,53,,,
20240831,100316,0,50,72,70,,,,,,114,311,8,25,,,
20240831,100317,0,208,530,514,,,,,,393,882,33,119,,,
20240831,100321,0,48,213,205,,,,,,183,310,15,33,,,
20240831,100322,0,108,213,204,,,,,,220,293,20,21,1,266,184
20240831,100323,0,80,241,229,,,,,,309,488,22,60,,,
20240831,100401,0,336,601,584,,,,0,400,408,"1,360",43,96,1,845,603
20240831,100402,0,160,382,367,,,,0,400,253,679,23,194,,,
20240831,100403,0,42,131,122,"1,640",,2,400,0,134,294,19,22,,,
20240831,100404,0,301,736,718,"3,484",,4,850,0,558,"1,408",54,126,,,
20240831,100501,39,228,"1,143","1,116","1,640",,2,400,400,"1,019","4,030",71,219,1,,
20240831,100502,0,52,184,172,,,,,,180,281,22,19,,,
20240831,100503,0,187,443,434,,,,,,428,"1,076",24,68,1,"1,293",730
20240831,100504,0,250,682,659,"1,640",,2,400,0,582,"1,172",34,138,2,705,620
20240831,100505,0,48,162,160,"1,640",,2,400,0,129,426,14,29,,,
20240831,100506,0,142,355,345,"1,640",,2,400,0,221,865,21,40,,,
20240831,100507,44,278,"1,043",982,,,,,,930,"3,171",82,152,4,"2,232","1,499"
20240831,100508,0,101,238,236,,,,,,201,509,8,22,,,
20240831,100509,0,215,524,497,"1,640",,2,400,0,363,"1,005",40,102,1,420,292
20240831,100510,0,110,361,354,,,,0,500,326,579,19,69,,,
20240831,100511,0,101,188,183,"1,640",,2,400,0,212,388,19,21,,,
20240831,100601,80,61,567,472,,,,0,400,"1,016","8,439",70,323,,,
20240831,100602,0,274,689,655,,,,0,400,390,"1,608",55,261,1,614,508
20240831,100603,0,209,408,395,"1,640",,2,400,400,214,781,31,98,,,
20240831,100604,122,383,"1,024",958,,,,0,805,700,"5,033",80,227,,,
20240831,100605,12,209,514,490,,,,,,503,"1,830",49,168,1,426,300
20240831,100606,0,453,970,910,,,,0,400,660,"2,163",68,251,,,
20240831,100607,0,185,436,425,,,,,,254,"1,112",31,63,,,
20240831,100608,16,70,232,203,,,,,,526,"1,197",19,135,,,
20240831,100609,0,255,398,382,,,,,,322,703,29,72,,,
20240831,100610,0,140,228,216,,,,,,152,451,18,84,2,,
20240831,100701,0,528,"1,686","1,650",,,,0,551,975,"3,552",100,201,,,
20240831,100702,0,568,787,754,,,,0,923,386,"1,370",52,124,1,569,274
20240831,100703,0,90,356,349,,,,,,176,538,22,24,,,
20240831,100704,0,86,358,343,,,,,,210,813,19,146,1,979,539
20240831,100705,0,126,297,287,,,,,,141,782,18,133,1,,
20240831,100801,52,688,"2,044","1,929","1,640",,2,400,888,"1,113","5,448",113,237,,,
20240831,100802,0,478,"1,158","1,123",,,,0,500,714,"2,774",78,283,2,"1,413",826
20240831,100803,0,669,"1,335","1,300",,,,0,"1,176",744,"3,725",54,193,1,983,368
20240831,100804,0,564,"1,408","1,375",,,,0,"2,104",960,"2,497",60,155,1,892,613
20240831,100901,60,239,671,611,"1,640",,4,400,0,417,"4,345",74,110,,,
20240831,100902,0,238,290,269,,,,,,238,"2,642",80,59,1,509,310
20240831,100903,0,302,289,268,,,,,,297,"1,529",54,46,,,
20240831,100904,0,83,302,290,,,,,,314,"2,102",53,75,1,799,443
20240831,100905,0,408,293,277,,,,0,462,184,"2,140",71,35,,,
20240831,101001,0,116,427,415,,,,,,370,"1,032",32,57,1,309,157
20240831,101002,0,128,182,177,,,,,,204,568,19,56,1,393,305
20240831,101003,0,36,90,86,,,,,,147,208,19,6,,,
20240831,101004,,,39,39,,,,,,51,71,4,4,,,
20240831,101005,0,124,560,546,,,,,,417,877,53,172,,,
20240831,101006,0,48,145,143,,,,,,185,222,14,76,,,
20240831,101007,0,141,515,500,,,,,,359,"1,167",36,79,3,"1,678",793
20240831,101101,20,151,550,525,"1,640",,2,400,400,520,"1,274",42,79,1,619,435
20240831,101102,,,111,108,,,,,,165,283,11,24,,,
20240831,101103,0,45,125,125,,,,,,113,230,12,14,,,
20240831,101104,0,140,602,577,"1,640",,2,400,0,538,"1,055",43,84,1,973,468
20240831,101105,0,34,93,91,,,,,,122,218,10,18,1,252,158
20240831,101106,0,159,428,406,,,,0,400,521,874,36,214,1,,
20240831,101107,0,48,131,128,,,,,,134,312,12,27,,,
20240831,101108,0,70,277,272,"1,640",,2,400,0,275,414,23,33,,,
20240831,110101,36,0,619,480,,,,,,423,"19,412",73,268,,,
20240831,110102,116,49,190,147,,,,,,222,4746,22,92,,,
20240831,110103,72,0,241,188,,,,,,399,"2,981",23,97,,,
20240831,110104,,,60,57,,,,,,135,824,13,25,,,
20240831,110105,56,0,49,42,,,,,,153,"1,404",8,35,,,
20240831,110106,168,0,380,285,,,,,,231,"5,296",29,131,,,
20240831,110107,44,0,42,39,,,,,,156,854,12,39,,,
20240831,110108,165,0,344,251,,,,,,176,"5,427",32,133,,,
20240831,110109,92,0,45,42,,,,,,118,"1,277",17,5,,,
20240831,110110,0,71,52,39,,,,,,114,"1,350",15,14,,,
20240831,110111,190,0,198,166,,,,,,403,"4,687",48,93,,,
20240831,110112,324,0,259,190,,,,,,175,"2,686",22,77,,,
20240831,110113,20,0,53,51,,,,,,82,613,8,59,,,
20240831,110114,,,7,7,,,,,,188,106,11,10,,,
20240831,110201,,,428,330,,,,,,458,"13,780",56,141,,,
20240831,110202,,,47,42,,,,,,177,"1,302",18,15,,,
20240831,110203,,,12,11,,,,,,84,66,11,2,,,
20240831,110204,,,51,47,,,,,,127,"2,939",32,83,,,
20240831,110205,68,0,48,47,,,,,,140,"2,122",31,35,,,
20240831,110206,0,130,502,392,,,,,,504,"3,786",34,66,,,
20240831,110207,76,0,479,355,,,,,,526,"6,416",31,147,,,
20240831,110208,,,16,14,,,,,,146,51,8,4,,,
20240831,110209,,,6,6,,,,0,399,116,132,16,,,,
20240831,110210,32,0,231,158,,,,,,342,"3,497",28,46,,,
20240831,110211,,,56,50,,,,,,62,370,4,25,,,
20240831,110301,0,107,197,167,,,,,,422,"4,943",29,229,,,
20240831,110302,,,32,31,,,,,,104,360,14,38,,,
20240831,110303,,,60,59,,,,,,188,599,15,108,,,
20240831,110304,,,84,80,,,,,,52,"2,276",7,68,,,
20240831,110305,95,18,239,194,,,,,,401,"2,886",30,168,,,
20240831,110401,68,0,52,46,,,,,,160,"1,406",24,35,,,
20240831,110402,16,0,31,29,,,,,,61,245,8,7,,,
20240831,110403,28,0,28,24,,,,,,97,433,18,25,,,
20240831,110404,,,21,21,,,,,,81,173,6,10,,,
20240831,110405,,,1,1,,,,,,45,48,3,,,,
20240831,110501,116,0,387,322,,,,,,424,"8,757",39,80,,,
20240831,110502,,,28,27,,,,,,124,247,12,12,,,
20240831,110503,,,85,89,,,,,,99,"1,129",16,15,,,
20240831,110504,,,157,147,,,,,,371,"2,499",28,27,,,
20240831,110505,,,80,74,,,,,,42,"1,295",8,10,,,
20240831,110506,60,0,330,247,,,,,,381,"1,612",10,61,,,
20240831,110507,100,0,307,268,,,,,,255,"3,894",21,58,,,
20240831,110508,120,0,152,120,,,,,,98,"2,441",15,47,,,
20240831,120101,190,208,323,283,,,,,,511,"11,583",48,67,,,
20240831,120104,,,1,1,,,,,,45,12,1,2,,,
20240831,120105,0,21,51,51,,,,,,154,49,7,9,,,
20240831,120106,0,18,19,17,,,,,,99,71,9,7,1,833,457
20240831,120107,176,679,722,592,,,,,,"1,352","5,191",31,133,,,
20240831,120108,0,31,62,60,,,,,,178,226,11,18,,,
20240831,120111,0,81,34,32,,,,,,177,384,10,2,,,
20240831,120112,0,19,72,70,,,,0,400,175,133,13,8,,,
20240831,120113,0,75,86,83,"1,640",,2,400,0,252,170,19,4,,,
20240831,120114,132,824,631,540,,,,,,"1,476","11,146",69,227,,,
20240831,120116,0,98,86,85,,,,,,158,166,5,4,,,
20240831,120117,32,0,101,79,,,,,,160,681,7,29,,,
20240831,120119,103,113,460,418,,,,,,696,"2,553",19,67,,,
20240831,120120,0,19,53,50,,,,,,80,104,6,5,,,
20240831,120121,96,61,218,200,,,,,,453,"1,875",19,24,,,
20240831,120122,,,66,62,,,,,,106,350,14,4,,,
20240831,120124,0,193,499,490,"1,640",,2,400,480,711,956,66,4,1,816,582
20240831,120125,124,0,153,147,,,,,,327,"1,907",10,65,,,
20240831,120126,0,185,307,297,,,,0,509,455,794,24,12,1,"2,140",338
20240831,120127,0,91,52,50,,,,,,79,170,7,3,,,
20240831,120128,59,80,134,129,,,,,,160,855,12,24,1,853,760
20240831,120129,64,0,130,111,,,,,,285,"1,430",12,54,,,
20240831,120130,100,0,95,91,,,,,,198,"1,551",13,15,,,
20240831,120132,40,0,126,125,,,,,,175,606,10,21,,,
20240831,120133,80,276,551,516,,,,,,860,"3,553",35,56,,,
20240831,120134,68,0,402,352,,,,,,319,"2,318",14,34,,,
20240831,120135,0,169,563,549,,,,0,"1,234",636,"1,218",83,20,1,"1,918",211
20240831,120136,0,58,36,36,,,,,,106,563,4,5,,,
20240831,120201,92,0,171,164,,,,,,202,"2,627",24,21,,,
20240831,120202,24,0,112,108,,,,,,201,349,8,4,,,
20240831,120203,0,169,375,364,0,2,,0,817,512,"1,017",62,4,1,252,110
20240831,120204,0,106,196,195,,,,0,460,237,548,18,30,,,
20240831,120205,0,88,154,151,,,,0,410,174,330,17,1,1,579,290
20240831,120206,0,259,418,403,"1,640",,2,400,0,464,"1,002",56,5,,,
20240831,120207,0,58,64,61,,,,,,71,148,9,9,,,
20240831,120208,16,0,22,22,,,,,,88,209,5,14,,,
20240831,120209,0,90,119,116,,,,,,153,273,18,2,1,1250,481
20240831,120210,52,0,76,71,,,,,,211,720,14,20,,,
20240831,120211,16,0,43,40,,,,,,69,135,6,8,,,
20240831,120212,0,9,43,40,,,,,,91,177,2,6,,,
20240831,120213,40,29,106,103,,,,,,169,763,9,14,,,
20240831,120214,0,186,150,148,"1,680",,2,410,0,368,881,29,42,,,
20240831,120215,0,14,49,46,,,,,,124,275,5,2,,,
20240831,120301,37,60,298,254,,,,,,934,"3,563",57,157,,,
20240831,120302,193,638,"1,438","1,295",,,,0,423,"2,024","12,411",276,289,,,
20240831,120303,99,662,"1,478","1,331",,,,0,862,"2,031","8,871",215,294,1,2032,277
20240831,120304,0,101,122,117,"1,804",,2,440,0,529,827,42,90,,,
20240831,120305,102,101,360,316,,,,,,835,"3,768",58,215,,,
20240831,120306,0,63,27,27,"1,352",,2,330,0,82,248,17,35,,,
20240831,120401,108,6,216,208,,,,,,210,"4,431",22,37,,,
20240831,120402,28,63,213,209,,,,,,312,770,31,41,,,
20240831,120403,20,168,135,131,,,,,,382,846,19,31,1,511,395
20240831,120404,0,12,12,12,,,,,,38,89,5,1,,,
20240831,120405,0,19,27,26,,,,,,48,281,8,1,,,
20240831,120406,0,80,43,43,,,,,,87,164,9,6,,,
20240831,120407,16,0,92,88,,,,,,89,444,8,5,,,
20240831,120408,12,0,27,27,,,,,,62,280,6,4,,,
20240831,120409,12,0,13,13,,,,,,60,100,2,3,,,
20240831,120410,24,0,48,45,,,,,,169,170,7,4,,,
20240831,120411,,,37,35,,,,,,108,38,5,4,,,
20240831,120412,,,50,50,,,,,,63,225,4,2,,,
20240831,120413,16,0,62,59,,,,,,88,154,6,7,,,
20240831,120414,0,21,9,9,,,,,,42,133,8,3,,,
20240831,120415,0,29,114,110,,,,,,157,155,9,11,,,
20240831,120416,16,58,159,157,,,,,,119,293,12,15,,,
20240831,120417,12,0,48,48,"1,640",,2,400,0,74,111,6,9,,,
20240831,120418,0,95,103,99,,,,,,127,193,9,5,,,
20240831,120419,0,22,26,26,"1,640",,2,400,0,102,219,13,40,,,
20240831,120420,12,0,7,7,,,,,,84,91,2,4,,,
20240831,120421,43,0,90,88,,,,,,113,427,5,9,,,
20240831,120422,0,14,64,62,,,,,,81,75,8,10,,,
20240831,120423,0,60,77,75,,,,,,99,154,13,1,,,
20240831,120424,0,85,83,81,,,,,,104,498,9,5,,,
20240831,120425,0,32,35,35,,,,,,95,102,6,3,,,
20240831,120426,0,85,93,93,"1,640",,2,400,0,114,202,12,4,1,"1,169",488
20240831,120427,0,10,67,65,,,,0,380,133,180,12,6,,,
20240831,120428,36,0,103,99,,,,,,92,421,8,16,,,
20240831,120429,,,6,4,,,,,,67,36,5,3,,,
20240831,120430,,,46,40,,,,,,76,245,3,10,,,
20240831,120431,36,0,252,245,,,,,,271,569,22,28,,,
20240831,120432,16,0,51,50,,,,,,91,97,6,4,,,
20240831,120433,,,18,18,,,,,,110,94,6,4,,,
20240831,120434,40,0,98,84,,,,,,271,235,10,15,,,
20240831,120501,0,12,136,131,,,,,,461,"2,357",27,62,,,
20240831,120502,100,0,255,243,,,,,,287,726,17,33,,,
20240831,120503,0,58,16,16,,,,,,156,115,12,9,1,181,149
20240831,120504,0,100,342,337,"1,639",,2,400,0,557,845,73,33,,,
20240831,120601,108,446,1056,940,,,,0,400,"1,116","3,595",119,264,1,501,139
20240831,120602,0,100,109,108,,,,,,282,581,26,55,,,
20240831,120603,20,120,396,394,"1,845",,2,450,0,307,895,28,54,1,566,333
20240831,120604,76,503,"1,840","1,748",0,3,,0,800,"1,168","5,200",135,188,2,"1,728",575
20240831,120605,0,151,244,242,,,,0,"1,053",220,447,33,33,,,
20240831,120606,105,1241,"3,710","3,410",,,,0,400,"2,267","15,851",315,546,6,"5,443","2,252"
20240831,120607,96,443,"1,051",997,,,,0,429,893,"5,255",166,132,,,
20240831,120608,0,945,"3,079","2,869","3,567",,4,870,"3,146",892,"12,469",295,114,2,"2,113",916
20240831,120609,0,199,157,143,,,,,,95,922,33,27,,,
20240831,120699,,,,,,,,,,,,,,,,
20240831,120701,132,419,432,356,,,,,,"1,052","4,755",80,134,,,
20240831,120702,32,110,109,100,,,,,,650,"1,554",40,29,,,
20240831,120703,0,62,120,120,,,,0,700,207,260,11,4,,,
20240831,120704,0,221,605,585,,,,0,"1,309",676,"2,223",52,56,,,
20240831,120705,20,80,31,30,,,,,,127,326,11,9,,,
20240831,120706,0,227,261,247,,,,,,286,"1,275",42,34,,,
20240831,120707,0,121,169,161,"1,640",,2,400,400,328,664,20,33,,,
20240831,120708,0,81,157,154,,,,0,400,460,548,21,15,1,319,147
20240831,120709,0,169,350,341,,,,0,853,425,705,19,24,1,515,251
20240831,120801,16,31,42,41,,,,,,114,"1,717",18,20,,,
20240831,120802,,,15,13,,,,,,46,77,7,3,1,536,217
20240831,120803,,,12,13,,,,,,38,222,6,4,,,
20240831,120804,,,24,22,,,,,,44,113,8,8,,,
20240831,120805,16,23,11,11,,,,,,7,624,9,1,,,
20240831,120806,16,7,3,3,,,,,,19,150,4,2,,,
20240831,120807,,,10,10,,,,,,64,125,5,1,,,
20240831,120808,16,23,48,44,,,,,,121,495,12,26,,,
20240831,120809,,,16,17,,,,,,49,165,3,,,,
20240831,120810,,,7,6,,,,,,26,364,11,6,,,
20240831,120901,52,121,221,192,,,,,,313,"3,829",34,86,,,
20240831,120902,0,135,143,139,,,,,,351,"1,224",20,34,,,
20240831,120903,0,130,133,131,,,,,,215,783,9,19,,,
20240831,120904,16,20,41,41,,,,,,159,302,7,20,,,
20240831,120905,36,0,134,130,,,,,,332,996,8,24,,,
20240831,120906,0,100,41,40,,,,,,178,242,10,17,,,
20240831,120907,0,89,157,158,,,,,,328,312,15,19,,,
20240831,120908,0,110,138,134,,,,,,211,434,5,21,,,
20240831,120909,0,83,154,149,,,,,,248,514,16,34,,,
20240831,130101,,,179,171,,,,,,187,"26,234",100,143,,,
20240831,130102,438,0,"2,504","2,316",,,,,,"1,851","21,282",97,362,,,
20240831,130103,27,0,498,428,,,,,,980,"6,707",21,204,,,
20240831,130104,201,912,550,476,,,,,,638,"9,456",57,140,,,
