fecha,ubigeo,cunamas_diurno,cunamas_familias,juntos_afiliados,juntos_abonados,foncodes_usuarios,foncodes_proyectos_culminados,foncodes_proyectos_ejecucion,haku_winay_ejecucion,haku_winay_culminados,pension65_usuarios,qali_warma_ninos,qali_warma_instituciones,contigo_usuarios,pais_tambos,pais_atenciones,pais_beneficiarios
20240831,50906,0.0,21.0,83.0,81.0,1640.0,,2.0,400.0,0.0,161.0,150.0,14.0,16.0,,,
20240831,50907,0.0,9.0,47.0,45.0,,,,,,113.0,75.0,4.0,12.0,,,
20240831,50908,0.0,38.0,74.0,71.0,,,,,,102.0,175.0,8.0,17.0,1.0,932.0,262.0
20240831,50909,0.0,31.0,117.0,114.0,,,,0.0,400.0,137.0,129.0,12.0,25.0,1.0,250.0,145.0
20240831,50910,0.0,23.0,46.0,45.0,1640.0,,2.0,400.0,0.0,123.0,85.0,8.0,7.0,1.0,1087.0,764.0
20240831,50911,0.0,34.0,79.0,76.0,,,,,,93.0,240.0,8.0,16.0,,,
20240831,51001,48.0,0.0,77.0,77.0,,,,,,222.0,419.0,8.0,34.0,,,
20240831,51002,0.0,25.0,105.0,101.0,1640.0,,2.0,400.0,0.0,305.0,164.0,11.0,38.0,,,
20240831,51003,0.0,10.0,33.0,33.0,1312.0,,2.0,320.0,0.0,102.0,97.0,9.0,10.0,,,
20240831,51004,,,13.0,13.0,,,,,,108.0,25.0,5.0,6.0,,,
20240831,51005,0.0,135.0,136.0,135.0,,,,,,266.0,568.0,14.0,47.0,1.0,539.0,428.0
20240831,51006,,,48.0,47.0,,,,0.0,220.0,198.0,87.0,9.0,48.0,,,
20240831,51007,0.0,32.0,79.0,79.0,,,,,,198.0,122.0,7.0,25.0,,,
20240831,51008,0.0,28.0,94.0,94.0,1640.0,,2.0,400.0,0.0,141.0,186.0,8.0,20.0,,,
20240831,51009,20.0,6.0,101.0,102.0,,,,,,239.0,186.0,6.0,45.0,,,
20240831,51010,49.0,0.0,152.0,153.0,,,,0.0,480.0,309.0,426.0,9.0,29.0,,,
20240831,51011,29.0,43.0,288.0,285.0,,,,0.0,400.0,330.0,548.0,15.0,36.0,,,
20240831,51012,0.0,74.0,250.0,242.0,,,,0.0,400.0,328.0,383.0,19.0,43.0,,,
20240831,51101,90.0,139.0,564.0,556.0,,,,0.0,800.0,737.0,1516.0,40.0,133.0,,,
20240831,51102,0.0,16.0,104.0,99.0,1640.0,,2.0,400.0,0.0,226.0,130.0,8.0,27.0,1.0,1250.0,629.0
20240831,51103,0.0,15.0,54.0,54.0,,,,,,146.0,117.0,7.0,8.0,,,
20240831,51104,0.0,55.0,233.0,228.0,1640.0,,2.0,400.0,0.0,284.0,302.0,18.0,48.0,,,
20240831,51105,0.0,62.0,163.0,159.0,,,,,,285.0,226.0,20.0,25.0,,,
20240831,51106,0.0,20.0,82.0,79.0,,,,,,250.0,105.0,11.0,29.0,1.0,668.0,389.0
20240831,51107,0.0,37.0,92.0,88.0,1640.0,,2.0,400.0,0.0,206.0,218.0,13.0,23.0,,,
20240831,51108,0.0,173.0,327.0,317.0,1640.0,,2.0,400.0,0.0,379.0,705.0,34.0,56.0,1.0,854.0,350.0
20240831,60101,598.0,1068.0,2376.0,2212.0,,,,0.0,400.0,4767.0,20697.0,244.0,465.0,,,
20240831,60102,0.0,329.0,768.0,761.0,1771.0,,2.0,432.0,0.0,761.0,1544.0,53.0,42.0,1.0,826.0,567.0
20240831,60103,0.0,160.0,360.0,356.0,,,,0.0,416.0,351.0,788.0,30.0,19.0,1.0,944.0,499.0
20240831,60104,0.0,90.0,659.0,648.0,1640.0,,2.0,400.0,0.0,535.0,1729.0,70.0,69.0,,,
20240831,60105,0.0,617.0,2125.0,2101.0,1640.0,2.0,2.0,400.0,400.0,1825.0,3994.0,159.0,151.0,,,
20240831,60106,0.0,630.0,1241.0,1223.0,,,,0.0,372.0,1111.0,2842.0,80.0,65.0,1.0,439.0,200.0
20240831,60107,0.0,245.0,512.0,498.0,0.0,2.0,,0.0,400.0,328.0,1027.0,16.0,44.0,,,
20240831,60108,219.0,617.0,2316.0,2241.0,,,,0.0,386.0,1789.0,6852.0,110.0,220.0,,,
20240831,60109,0.0,174.0,756.0,736.0,,,,,,840.0,1177.0,48.0,80.0,,,
20240831,60110,0.0,120.0,412.0,402.0,1640.0,,2.0,400.0,0.0,374.0,558.0,17.0,34.0,,,
20240831,60111,88.0,491.0,1008.0,993.0,,,,0.0,1274.0,700.0,2259.0,65.0,54.0,1.0,2188.0,663.0
20240831,60112,0.0,141.0,456.0,447.0,1640.0,,2.0,400.0,0.0,353.0,764.0,40.0,35.0,,,
20240831,60201,100.0,422.0,1836.0,1832.0,0.0,2.0,,0.0,400.0,1606.0,8924.0,90.0,178.0,,,
20240831,60202,0.0,880.0,1737.0,1715.0,2399.0,,2.0,585.0,1188.0,1372.0,7128.0,176.0,104.0,1.0,325.0,193.0
20240831,60203,0.0,564.0,1172.0,1154.0,0.0,2.0,,0.0,979.0,1034.0,3082.0,64.0,86.0,,,
20240831,60204,0.0,361.0,662.0,641.0,,,,0.0,451.0,643.0,2191.0,61.0,63.0,1.0,438.0,170.0
20240831,60301,0.0,448.0,1785.0,1735.0,0.0,2.0,,0.0,400.0,1360.0,5780.0,69.0,247.0,,,
20240831,60302,0.0,111.0,311.0,308.0,,,,0.0,400.0,223.0,475.0,30.0,55.0,,,
20240831,60303,0.0,321.0,948.0,939.0,1640.0,,2.0,400.0,386.0,451.0,1541.0,77.0,116.0,1.0,515.0,135.0
20240831,60304,0.0,391.0,1389.0,1354.0,,,,0.0,400.0,998.0,1730.0,111.0,109.0,1.0,862.0,147.0
20240831,60305,0.0,9.0,39.0,37.0,984.0,,2.0,380.0,0.0,83.0,56.0,4.0,3.0,,,
20240831,60306,0.0,180.0,243.0,239.0,,,,,,208.0,469.0,14.0,20.0,,,
20240831,60307,0.0,210.0,568.0,557.0,0.0,2.0,,0.0,400.0,266.0,655.0,42.0,32.0,,,
20240831,60308,0.0,345.0,820.0,808.0,3280.0,,4.0,800.0,0.0,548.0,1323.0,42.0,113.0,,,
20240831,60309,0.0,294.0,916.0,898.0,,,,0.0,400.0,993.0,1380.0,56.0,188.0,,,
20240831,60310,0.0,179.0,378.0,370.0,0.0,2.0,,0.0,400.0,295.0,1087.0,44.0,41.0,,,
20240831,60311,0.0,30.0,123.0,118.0,820.0,,2.0,400.0,0.0,101.0,149.0,11.0,15.0,,,
20240831,60312,0.0,247.0,830.0,797.0,,,,0.0,463.0,612.0,1306.0,53.0,79.0,,,
20240831,60401,0.0,537.0,3208.0,3155.0,1558.0,,2.0,380.0,847.0,2925.0,7829.0,136.0,566.0,1.0,256.0,134.0
20240831,60402,0.0,97.0,380.0,377.0,,,,0.0,500.0,347.0,713.0,22.0,75.0,,,
20240831,60403,,,562.0,546.0,,,,,,349.0,522.0,32.0,62.0,,,
20240831,60404,0.0,138.0,461.0,457.0,,,,0.0,368.0,500.0,717.0,24.0,65.0,,,
20240831,60405,,,260.0,256.0,0.0,2.0,,0.0,370.0,245.0,415.0,21.0,26.0,,,
20240831,60406,0.0,99.0,259.0,257.0,,,,0.0,334.0,213.0,571.0,33.0,32.0,,,
20240831,60407,0.0,110.0,642.0,627.0,,,,0.0,410.0,682.0,1129.0,45.0,85.0,,,
20240831,60408,0.0,167.0,580.0,575.0,0.0,2.0,,0.0,380.0,416.0,977.0,29.0,77.0,,,
20240831,60409,0.0,195.0,923.0,905.0,,,,0.0,444.0,1092.0,1653.0,62.0,149.0,,,
20240831,60410,0.0,301.0,1287.0,1278.0,,,,0.0,540.0,1439.0,2040.0,50.0,243.0,1.0,475.0,258.0
20240831,60411,0.0,253.0,806.0,791.0,,,,,,769.0,1193.0,58.0,58.0,,,
20240831,60412,0.0,60.0,394.0,391.0,,,,0.0,377.0,415.0,480.0,42.0,42.0,1.0,50.0,30.0
20240831,60413,0.0,197.0,556.0,542.0,,,,0.0,506.0,432.0,1113.0,37.0,92.0,,,
20240831,60414,,,141.0,139.0,,,,,,119.0,220.0,16.0,35.0,,,
20240831,60415,0.0,202.0,941.0,915.0,1640.0,,2.0,400.0,0.0,965.0,1824.0,62.0,273.0,,,
20240831,60416,0.0,10.0,92.0,92.0,,,,,,175.0,128.0,14.0,6.0,,,
20240831,60417,0.0,424.0,1625.0,1589.0,0.0,2.0,,0.0,736.0,1360.0,2088.0,101.0,153.0,,,
20240831,60418,0.0,27.0,92.0,91.0,,,,,,157.0,91.0,8.0,4.0,,,
20240831,60419,0.0,237.0,1247.0,1237.0,,,,0.0,1329.0,882.0,2114.0,62.0,152.0,1.0,202.0,140.0
20240831,60501,0.0,86.0,558.0,549.0,,,,0.0,406.0,733.0,1746.0,68.0,118.0,,,
20240831,60502,0.0,19.0,176.0,173.0,,,,,,286.0,676.0,10.0,60.0,,,
20240831,60503,,,136.0,132.0,,,,,,224.0,194.0,14.0,19.0,,,
20240831,60504,0.0,117.0,245.0,240.0,,,,,,261.0,424.0,32.0,71.0,,,
20240831,60505,0.0,88.0,331.0,318.0,,,,,,261.0,550.0,30.0,62.0,,,
20240831,60506,,,94.0,91.0,,,,0.0,350.0,87.0,146.0,14.0,20.0,,,
20240831,60507,0.0,17.0,215.0,213.0,,,,,,232.0,334.0,17.0,23.0,,,
20240831,60508,0.0,133.0,441.0,436.0,,,,,,471.0,1334.0,35.0,43.0,,,
20240831,60601,0.0,1571.0,5693.0,5598.0,,,,0.0,1600.0,4300.0,5835.0,240.0,585.0,,,
20240831,60602,0.0,418.0,1228.0,1209.0,,,,0.0,442.0,757.0,1955.0,94.0,363.0,,,
20240831,60603,0.0,63.0,335.0,328.0,1640.0,,2.0,400.0,0.0,320.0,468.0,32.0,193.0,,,
20240831,60604,0.0,108.0,369.0,365.0,0.0,2.0,,0.0,400.0,185.0,384.0,26.0,64.0,1.0,597.0,414.0
20240831,60605,0.0,140.0,410.0,400.0,,,,0.0,409.0,330.0,838.0,30.0,46.0,,,
20240831,60606,0.0,237.0,645.0,632.0,,,,,,455.0,1093.0,63.0,216.0,,,
20240831,60607,0.0,396.0,1800.0,1771.0,,,,0.0,489.0,1409.0,2605.0,120.0,468.0,2.0,1273.0,497.0
20240831,60608,0.0,135.0,617.0,607.0,,,,0.0,376.0,488.0,855.0,28.0,90.0,,,
20240831,60609,0.0,127.0,260.0,257.0,,,,,,136.0,618.0,19.0,19.0,,,
20240831,60610,0.0,100.0,333.0,327.0,,,,,,305.0,517.0,26.0,79.0,1.0,248.0,113.0
20240831,60611,0.0,100.0,353.0,351.0,,,,0.0,400.0,226.0,444.0,30.0,88.0,,,
20240831,60612,0.0,163.0,519.0,516.0,,,,0.0,405.0,487.0,1032.0,45.0,111.0,,,
20240831,60613,0.0,207.0,931.0,916.0,,,,0.0,404.0,771.0,1179.0,54.0,197.0,,,
20240831,60614,0.0,263.0,1006.0,992.0,,,,0.0,484.0,831.0,959.0,62.0,128.0,,,
20240831,60615,0.0,40.0,137.0,135.0,,,,,,166.0,181.0,14.0,41.0,,,
20240831,60701,252.0,1751.0,6087.0,5962.0,1640.0,4.0,2.0,400.0,1640.0,4763.0,12254.0,329.0,341.0,,,
20240831,60702,0.0,73.0,277.0,272.0,,,,,,307.0,546.0,21.0,28.0,,,
20240831,60703,0.0,435.0,1222.0,1211.0,,,,0.0,395.0,1080.0,2606.0,83.0,89.0,,,
20240831,60801,420.0,1560.0,1235.0,1078.0,,,,,,2184.0,17721.0,203.0,591.0,,,
20240831,60802,104.0,398.0,1799.0,1751.0,,,,,,1425.0,2996.0,77.0,254.0,,,
20240831,60803,0.0,627.0,1267.0,1237.0,0.0,2.0,,0.0,400.0,774.0,2480.0,86.0,268.0,,,
20240831,60804,0.0,390.0,1182.0,1173.0,0.0,2.0,,0.0,400.0,817.0,2095.0,99.0,271.0,,,
20240831,60805,0.0,535.0,1194.0,1171.0,,,,0.0,446.0,550.0,1584.0,54.0,293.0,,,
20240831,60806,0.0,147.0,547.0,541.0,,,,,,329.0,1003.0,32.0,89.0,,,
20240831,60807,0.0,453.0,946.0,934.0,1640.0,2.0,2.0,400.0,400.0,583.0,2059.0,70.0,209.0,,,
20240831,60808,0.0,198.0,553.0,546.0,,,,,,496.0,1744.0,36.0,153.0,,,
20240831,60809,0.0,387.0,900.0,888.0,0.0,2.0,,0.0,800.0,536.0,1622.0,71.0,201.0,,,
20240831,60810,0.0,217.0,458.0,453.0,1640.0,,2.0,400.0,0.0,505.0,1262.0,49.0,109.0,,,
20240831,60811,0.0,360.0,995.0,971.0,,,,,,524.0,1642.0,74.0,117.0,,,
20240831,60812,0.0,394.0,1344.0,1321.0,0.0,2.0,,0.0,400.0,833.0,2153.0,81.0,137.0,,,
20240831,60901,100.0,1119.0,3134.0,3043.0,,,,0.0,800.0,1590.0,8171.0,175.0,470.0,,,
20240831,60902,0.0,764.0,1789.0,1758.0,,,,0.0,800.0,781.0,4155.0,98.0,239.0,,,
20240831,60903,0.0,587.0,2402.0,2374.0,,,,0.0,431.0,1387.0,3960.0,136.0,378.0,,,
20240831,60904,0.0,1104.0,2294.0,2260.0,1640.0,,2.0,400.0,0.0,1178.0,4683.0,131.0,370.0,1.0,678.0,171.0
20240831,60905,0.0,557.0,1301.0,1287.0,,,,0.0,384.0,552.0,2305.0,76.0,240.0,,,
20240831,60906,0.0,747.0,2018.0,1989.0,,,,0.0,443.0,1038.0,4359.0,149.0,318.0,,,
20240831,60907,0.0,1093.0,2710.0,2670.0,,,,0.0,400.0,1151.0,4650.0,137.0,428.0,,,
20240831,61001,120.0,443.0,1462.0,1435.0,,,,,,1646.0,3695.0,90.0,212.0,,,
20240831,61002,0.0,167.0,327.0,321.0,,,,,,320.0,685.0,21.0,40.0,,,
20240831,61003,0.0,161.0,182.0,176.0,,,,,,237.0,791.0,14.0,37.0,,,
20240831,61004,0.0,131.0,583.0,578.0,,,,,,624.0,846.0,49.0,110.0,,,
20240831,61005,0.0,37.0,136.0,135.0,,,,,,173.0,485.0,16.0,30.0,,,
20240831,61006,0.0,171.0,387.0,384.0,,,,0.0,410.0,456.0,613.0,23.0,65.0,,,
20240831,61007,0.0,611.0,1427.0,1385.0,,,,0.0,912.0,740.0,3383.0,117.0,109.0,1.0,2568.0,710.0
20240831,61101,0.0,261.0,1276.0,1267.0,,,,,,1659.0,2329.0,69.0,223.0,,,
20240831,61102,0.0,68.0,123.0,121.0,,,,,,238.0,169.0,10.0,13.0,,,
20240831,61103,0.0,162.0,430.0,427.0,1640.0,,2.0,400.0,0.0,457.0,521.0,40.0,74.0,1.0,475.0,236.0
20240831,61104,0.0,110.0,315.0,303.0,,,,,,190.0,559.0,40.0,42.0,,,
20240831,61105,0.0,119.0,147.0,148.0,1640.0,,2.0,400.0,0.0,215.0,479.0,26.0,20.0,,,
20240831,61106,0.0,68.0,206.0,205.0,,,,0.0,447.0,368.0,283.0,16.0,49.0,,,
20240831,61107,0.0,132.0,417.0,415.0,,,,0.0,401.0,483.0,591.0,33.0,103.0,,,
20240831,61108,0.0,68.0,144.0,143.0,,,,,,196.0,176.0,9.0,17.0,,,
20240831,61109,0.0,100.0,303.0,296.0,0.0,2.0,,0.0,400.0,548.0,674.0,43.0,42.0,,,
20240831,61110,0.0,69.0,225.0,222.0,,,,,,333.0,323.0,31.0,21.0,,,
20240831,61111,0.0,110.0,362.0,360.0,1640.0,,2.0,400.0,0.0,357.0,505.0,29.0,56.0,,,
20240831,61112,0.0,104.0,281.0,279.0,,,,,,275.0,589.0,23.0,82.0,,,
20240831,61113,0.0,83.0,311.0,308.0,,,,,,321.0,540.0,21.0,30.0,,,
20240831,61201,0.0,387.0,1108.0,1093.0,1845.0,,2.0,450.0,0.0,1116.0,2787.0,83.0,69.0,,,
20240831,61202,0.0,121.0,511.0,510.0,1640.0,,2.0,400.0,0.0,396.0,679.0,34.0,48.0,,,
20240831,61203,0.0,22.0,128.0,127.0,,,,,,167.0,175.0,14.0,15.0,,,
20240831,61204,0.0,110.0,414.0,406.0,1640.0,,2.0,400.0,0.0,301.0,566.0,34.0,22.0,,,
20240831,61301,0.0,200.0,673.0,661.0,,,,,,873.0,2391.0,51.0,136.0,,,
20240831,61302,0.0,23.0,140.0,138.0,,,,,,217.0,307.0,12.0,60.0,,,
20240831,61303,0.0,292.0,878.0,869.0,1722.0,,2.0,420.0,0.0,662.0,2187.0,97.0,154.0,,,
20240831,61304,0.0,80.0,329.0,329.0,0.0,2.0,,0.0,807.0,468.0,600.0,34.0,49.0,,,
20240831,61305,0.0,65.0,229.0,229.0,1640.0,,2.0,400.0,0.0,405.0,260.0,20.0,81.0,1.0,567.0,413.0
20240831,61306,0.0,80.0,195.0,193.0,,,,,,237.0,508.0,22.0,91.0,,,
20240831,61307,0.0,63.0,382.0,385.0,,,,,,469.0,721.0,44.0,76.0,,,
20240831,61308,0.0,40.0,141.0,140.0,,,,0.0,400.0,210.0,191.0,12.0,37.0,,,
20240831,61309,,,16.0,14.0,,,,,,57.0,45.0,3.0,4.0,,,
20240831,61310,0.0,25.0,126.0,125.0,,,,,,199.0,166.0,13.0,44.0,,,
20240831,61311,0.0,108.0,288.0,283.0,,,,,,299.0,496.0,22.0,90.0,,,
20240831,70101,68.0,0.0,1358.0,1046.0,,,,,,2782.0,39055.0,130.0,1157.0,,,
20240831,70102,,,34.0,27.0,,,,,,166.0,4410.0,13.0,103.0,,,
20240831,70103,,,95.0,85.0,,,,,,327.0,3818.0,11.0,115.0,,,
20240831,70104,,,15.0,12.0,,,,,,236.0,2753.0,12.0,144.0,,,
20240831,70105,,,,,,,,,,11.0,317.0,2.0,,,,
20240831,70106,638.0,0.0,2549.0,2076.0,,,,,,3034.0,42354.0,164.0,1004.0,,,
20240831,70107,52.0,0.0,498.0,416.0,,,,,,600.0,4492.0,16.0,169.0,,,
20240831,80101,52.0,9.0,252.0,223.0,,,,,,550.0,16792.0,118.0,113.0,,,
20240831,80102,0.0,149.0,192.0,189.0,,,,0.0,402.0,196.0,460.0,17.0,34.0,,,
20240831,80103,88.0,180.0,161.0,153.0,,,,,,304.0,978.0,14.0,119.0,,,
20240831,80104,0.0,11.0,332.0,287.0,,,,,,367.0,5159.0,59.0,137.0,,,
20240831,80105,400.0,224.0,587.0,527.0,,,,,,1071.0,8229.0,105.0,261.0,1.0,555.0,401.0
20240831,80106,244.0,88.0,506.0,446.0,,,,,,899.0,7045.0,90.0,240.0,,,
20240831,80107,16.0,24.0,52.0,51.0,,,,,,31.0,816.0,6.0,11.0,,,
20240831,80108,,,25.0,23.0,,,,,,21.0,6874.0,31.0,29.0,,,
20240831,80201,0.0,99.0,374.0,366.0,,,,,,333.0,1189.0,27.0,78.0,1.0,263.0,128.0
20240831,80202,0.0,84.0,212.0,211.0,,,,,,262.0,156.0,7.0,25.0,,,
20240831,80203,0.0,105.0,214.0,209.0,,,,,,282.0,260.0,14.0,41.0,,,
20240831,80204,0.0,69.0,64.0,63.0,,,,,,96.0,78.0,5.0,19.0,,,
20240831,80205,88.0,183.0,672.0,661.0,,,,,,606.0,1232.0,38.0,92.0,,,
20240831,80206,0.0,78.0,204.0,203.0,,,,0.0,365.0,330.0,461.0,24.0,26.0,1.0,290.0,185.0
20240831,80207,0.0,63.0,282.0,279.0,,,,0.0,400.0,264.0,814.0,11.0,64.0,,,
20240831,80301,92.0,443.0,617.0,598.0,,,,0.0,403.0,931.0,4708.0,49.0,136.0,,,
20240831,80302,0.0,245.0,358.0,349.0,,,,,,761.0,1432.0,27.0,55.0,,,
20240831,80303,24.0,121.0,20.0,19.0,,,,,,83.0,274.0,6.0,11.0,,,
20240831,80304,0.0,122.0,313.0,307.0,,,,0.0,400.0,507.0,588.0,29.0,53.0,1.0,586.0,167.0
20240831,80305,0.0,100.0,311.0,301.0,,,,,,448.0,976.0,22.0,44.0,1.0,1090.0,592.0
20240831,80306,0.0,131.0,381.0,373.0,,,,,,751.0,1499.0,36.0,115.0,1.0,,
20240831,80307,0.0,110.0,131.0,129.0,,,,,,263.0,484.0,14.0,91.0,,,
20240831,80308,24.0,134.0,133.0,131.0,,,,,,157.0,484.0,12.0,35.0,,,
20240831,80309,0.0,88.0,106.0,103.0,,,,,,312.0,394.0,9.0,34.0,,,
20240831,80401,260.0,444.0,605.0,590.0,,,,,,687.0,3794.0,62.0,87.0,,,
20240831,80402,28.0,76.0,184.0,182.0,,,,0.0,360.0,279.0,636.0,12.0,28.0,,,
20240831,80403,68.0,107.0,336.0,330.0,,,,,,435.0,1064.0,25.0,78.0,,,
20240831,80404,0.0,302.0,731.0,714.0,,,,0.0,891.0,687.0,1125.0,48.0,94.0,1.0,898.0,299.0
20240831,80405,36.0,333.0,496.0,482.0,,,,,,593.0,1729.0,36.0,97.0,1.0,1174.0,704.0
20240831,80406,32.0,99.0,315.0,305.0,,,,0.0,450.0,392.0,864.0,22.0,37.0,1.0,353.0,246.0
20240831,80407,24.0,123.0,77.0,69.0,,,,,,276.0,461.0,23.0,31.0,,,
20240831,80408,0.0,110.0,225.0,219.0,,,,,,654.0,1725.0,73.0,208.0,,,
20240831,80501,48.0,281.0,718.0,702.0,1640.0,,2.0,400.0,0.0,887.0,1914.0,57.0,111.0,1.0,171.0,90.0
20240831,80502,0.0,253.0,484.0,478.0,,,,0.0,448.0,556.0,728.0,43.0,39.0,1.0,466.0,408.0
20240831,80503,0.0,120.0,422.0,414.0,,,,0.0,457.0,451.0,912.0,37.0,43.0,2.0,1982.0,1284.0
20240831,80504,0.0,32.0,118.0,120.0,,,,,,266.0,350.0,17.0,26.0,1.0,1168.0,414.0
20240831,80505,0.0,202.0,322.0,321.0,,,,0.0,853.0,523.0,1198.0,34.0,53.0,1.0,560.0,522.0
20240831,80506,16.0,0.0,86.0,82.0,1640.0,,2.0,400.0,0.0,169.0,150.0,8.0,19.0,,,
20240831,80507,16.0,90.0,241.0,237.0,2768.0,,4.0,900.0,0.0,280.0,427.0,20.0,27.0,1.0,165.0,141.0
20240831,80508,0.0,91.0,216.0,214.0,1640.0,,2.0,400.0,0.0,296.0,419.0,20.0,18.0,2.0,2483.0,1231.0
20240831,80601,120.0,661.0,1872.0,1773.0,,,,,,2855.0,9662.0,162.0,335.0,1.0,1861.0,1287.0
20240831,80602,24.0,90.0,289.0,289.0,,,,,,399.0,529.0,25.0,63.0,,,
20240831,80603,0.0,100.0,212.0,209.0,,,,,,283.0,1076.0,31.0,49.0,1.0,688.0,345.0
20240831,80604,0.0,200.0,430.0,423.0,,,,,,849.0,1013.0,38.0,54.0,,,
20240831,80605,68.0,110.0,675.0,673.0,,,,,,578.0,1101.0,34.0,72.0,1.0,841.0,678.0
20240831,80606,0.0,95.0,227.0,222.0,,,,,,560.0,508.0,26.0,53.0,1.0,530.0,156.0
20240831,80607,0.0,125.0,90.0,88.0,,,,,,315.0,214.0,9.0,22.0,,,
20240831,80608,32.0,80.0,182.0,181.0,,,,,,466.0,613.0,19.0,66.0,1.0,1732.0,531.0
20240831,80701,0.0,538.0,1187.0,1175.0,1640.0,,2.0,400.0,0.0,1785.0,6164.0,84.0,135.0,4.0,1633.0,759.0
20240831,80702,0.0,200.0,510.0,509.0,,,,0.0,425.0,491.0,851.0,21.0,39.0,1.0,352.0,253.0
20240831,80703,0.0,289.0,530.0,524.0,1640.0,,2.0,400.0,0.0,607.0,1429.0,33.0,34.0,1.0,381.0,271.0
20240831,80704,0.0,407.0,705.0,694.0,,,,,,954.0,1444.0,43.0,71.0,1.0,914.0,616.0
20240831,80705,0.0,440.0,1288.0,1272.0,1640.0,,2.0,400.0,482.0,956.0,2131.0,61.0,81.0,3.0,1929.0,1086.0
20240831,80706,0.0,153.0,506.0,484.0,,,,0.0,404.0,626.0,803.0,31.0,45.0,,,
20240831,80707,0.0,192.0,413.0,406.0,1640.0,,2.0,400.0,0.0,350.0,692.0,24.0,21.0,,,
20240831,80708,0.0,362.0,441.0,426.0,,,,,,880.0,1615.0,37.0,45.0,2.0,1797.0,1400.0
20240831,80801,0.0,456.0,1257.0,1178.0,,,,,,1355.0,7146.0,80.0,130.0,,,
20240831,80802,0.0,10.0,48.0,48.0,,,,,,103.0,110.0,5.0,7.0,1.0,,
20240831,80803,0.0,374.0,602.0,594.0,,,,0.0,400.0,1332.0,1183.0,76.0,100.0,2.0,827.0,626.0
20240831,80804,0.0,6.0,34.0,34.0,,,,,,165.0,143.0,9.0,19.0,,,
20240831,80805,0.0,115.0,481.0,473.0,,,,,,543.0,1516.0,37.0,38.0,,,
20240831,80806,0.0,95.0,247.0,247.0,,,,,,398.0,351.0,20.0,40.0,,,
20240831,80807,,,88.0,88.0,,,,,,196.0,188.0,20.0,16.0,1.0,472.0,265.0
20240831,80808,0.0,11.0,32.0,29.0,,,,,,311.0,338.0,14.0,20.0,,,
20240831,80901,0.0,203.0,146.0,134.0,,,,,,891.0,4982.0,47.0,242.0,,,
20240831,80902,56.0,394.0,524.0,514.0,,,,0.0,400.0,1382.0,4107.0,150.0,237.0,1.0,494.0,315.0
20240831,80903,0.0,16.0,60.0,57.0,,,,,,306.0,556.0,18.0,54.0,,,
20240831,80904,0.0,112.0,123.0,122.0,,,,,,375.0,566.0,23.0,73.0,,,
20240831,80905,0.0,101.0,229.0,226.0,,,,,,330.0,630.0,24.0,69.0,,,
20240831,80906,0.0,250.0,252.0,245.0,1844.0,,2.0,450.0,0.0,635.0,1385.0,65.0,178.0,1.0,692.0,576.0
20240831,80907,247.0,468.0,552.0,538.0,,,,0.0,400.0,468.0,3282.0,50.0,105.0,1.0,477.0,359.0
20240831,80908,0.0,91.0,252.0,249.0,,,,,,581.0,774.0,33.0,50.0,,,
20240831,80909,0.0,90.0,562.0,555.0,,,,,,1139.0,1370.0,56.0,148.0,,,
20240831,80910,431.0,382.0,808.0,786.0,,,,0.0,390.0,682.0,6442.0,83.0,128.0,,,
20240831,80911,0.0,99.0,413.0,409.0,1640.0,,2.0,400.0,0.0,380.0,773.0,27.0,69.0,,,
20240831,80912,0.0,89.0,122.0,118.0,,,,,,94.0,417.0,9.0,22.0,,,
20240831,80913,72.0,57.0,161.0,156.0,,,,,,82.0,788.0,23.0,18.0,,,
20240831,80914,0.0,267.0,338.0,330.0,,,,,,296.0,5324.0,73.0,88.0,2.0,1050.0,747.0
20240831,80915,0.0,168.0,266.0,256.0,,,,,,197.0,1495.0,41.0,50.0,,,
20240831,80916,,,94.0,95.0,,,,,,64.0,678.0,11.0,5.0,,,
20240831,80917,0.0,76.0,110.0,107.0,,,,,,109.0,840.0,19.0,25.0,,,
20240831,80918,0.0,90.0,167.0,150.0,,,,,,104.0,1597.0,31.0,12.0,,,
20240831,81001,0.0,116.0,178.0,176.0,,,,,,219.0,583.0,19.0,19.0,,,
20240831,81002,0.0,61.0,274.0,273.0,,,,,,390.0,735.0,19.0,39.0,1.0,992.0,490.0
20240831,81003,0.0,90.0,289.0,289.0,,,,,,412.0,588.0,24.0,40.0,1.0,526.0,403.0
20240831,81004,,,53.0,51.0,,,,,,176.0,262.0,12.0,16.0,,,
20240831,81005,0.0,140.0,472.0,471.0,,,,,,459.0,1045.0,39.0,102.0,1.0,858.0,308.0
20240831,81006,0.0,198.0,661.0,652.0,2050.0,,2.0,500.0,400.0,523.0,1388.0,44.0,75.0,2.0,1096.0,698.0
20240831,81007,0.0,62.0,135.0,132.0,136.0,1.0,,0.0,380.0,333.0,336.0,18.0,69.0,1.0,169.0,128.0
20240831,81008,,,27.0,27.0,,,,,,283.0,62.0,6.0,21.0,,,
20240831,81009,0.0,98.0,230.0,226.0,,,,,,260.0,489.0,16.0,31.0,,,
20240831,81101,100.0,421.0,1077.0,1051.0,0.0,2.0,,0.0,747.0,736.0,3063.0,80.0,89.0,1.0,627.0,368.0
